content,score,at,thumbsUpCount,source,app_name,text,clean_text,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_label,cluster_id,topic_category
"Amazing tool and good content for people interested in learning and exercising what they have learned. Now, regarding real feedback for developers: 1. Change the button ""out of time, buy a time pack"" out of the same place where the submit button is. Is ridiculous how many times I've tried to finish wrongly said purchase, without any intent. 2. Make the missions maybe swapable, 1 time each day, since sometimes I need to remember old stuff not learn new stuff. And lose the 3x",4,2025-01-14 05:11:46,68,play_store,Duolingo,"Amazing tool and good content for people interested in learning and exercising what they have learned. Now, regarding real feedback for developers: 1. Change the button ""out of time, buy a time pack"" out of the same place where the submit button is. Is ridiculous how many times I've tried to finish wrongly said purchase, without any intent. 2. Make the missions maybe swapable, 1 time each day, since sometimes I need to remember old stuff not learn new stuff. And lose the 3x",amazing tool and good content for people interested in learning and exercising what they have learned now regarding real feedback for developers 1 change the button out of time buy a time pack out of the same place where the submit button is is ridiculous how many times i've tried to finish wrongly said purchase without any intent 2 make the missions maybe swapable 1 time each day since sometimes i need to remember old stuff not learn new stuff and lose the 3x,0.6369,0.1,0.056,positive,3,Pricing & value
I've been going back and forth between Duolingo for a few years with deleting and downloading it. There are things that have changes that aren't fun. One as such is how you can't practice to earn hearts anymore or to just get XP for the day. One day I went to go do it for hearts and it wasnt there. Now any time I fail a lesson (such as being one question away but I forgot the answer and lose all my hearts) i have to watch 5 ads. I only have it now because I'm keeping a streak with my mom. lol.,3,2025-07-02 09:10:06,67,play_store,Duolingo,I've been going back and forth between Duolingo for a few years with deleting and downloading it. There are things that have changes that aren't fun. One as such is how you can't practice to earn hearts anymore or to just get XP for the day. One day I went to go do it for hearts and it wasnt there. Now any time I fail a lesson (such as being one question away but I forgot the answer and lose all my hearts) i have to watch 5 ads. I only have it now because I'm keeping a streak with my mom. lol.,i've been going back and forth between duolingo for a few years with deleting and downloading it there are things that have changes that aren't fun one as such is how you can't practice to earn hearts anymore or to just get xp for the day one day i went to go do it for hearts and it wasnt there now any time i fail a lesson such as being one question away but i forgot the answer and lose all my hearts i have to watch 5 ads i only have it now because i'm keeping a streak with my mom lol,0.8779,0.14,0.064,positive,1,Pricing & value
"I've had this for about 3 months now. I love the style of learning the language. I wish they would do something different for the listening in parts. It feels like you are made to fail because they have words you have not learned yet when they speak and then are asked to pick an option which I'll be honest, I get it wrong 50% of the time. If you don't have the super plan, you'll lose a heart for it.",4,2025-04-13 05:11:51,34,play_store,Duolingo,"I've had this for about 3 months now. I love the style of learning the language. I wish they would do something different for the listening in parts. It feels like you are made to fail because they have words you have not learned yet when they speak and then are asked to pick an option which I'll be honest, I get it wrong 50% of the time. If you don't have the super plan, you'll lose a heart for it.",i've had this for about 3 months now i love the style of learning the language i wish they would do something different for the listening in parts it feels like you are made to fail because they have words you have not learned yet when they speak and then are asked to pick an option which i'll be honest i get it wrong 50 of the time if you don't have the super plan you'll lose a heart for it,0.6656,0.167,0.123,positive,4,Other
"Duolingo’s simple design makes language learning fun and easy to follow. The gamified lessons are great for beginners, but the hearts mechanic is a major drawback. Running out of hearts after mistakes slows progress, and while Duolingo Plus removes this, it’s not worth the investment without grammar. The app focuses on trial and error without teaching grammar rules, making learning less effective. Duolingo would greatly improve by explaining grammar concepts instead of relying on repetition.",3,2024-09-21 03:01:49,56,play_store,Duolingo,"Duolingo’s simple design makes language learning fun and easy to follow. The gamified lessons are great for beginners, but the hearts mechanic is a major drawback. Running out of hearts after mistakes slows progress, and while Duolingo Plus removes this, it’s not worth the investment without grammar. The app focuses on trial and error without teaching grammar rules, making learning less effective. Duolingo would greatly improve by explaining grammar concepts instead of relying on repetition.",duolingo s simple design makes language learning fun and easy to follow the gamified lessons are great for beginners but the hearts mechanic is a major drawback running out of hearts after mistakes slows progress and while duolingo plus removes this it s not worth the investment without grammar the app focuses on trial and error without teaching grammar rules making learning less effective duolingo would greatly improve by explaining grammar concepts instead of relying on repetition,0.9734,0.288,0.084,positive,0,Other
"Wonderful app! Very good and useful for learning languages with ease. The interface is very interactive, and a daily 10 minute learning time will make you learn any language with ease. Features are perfect, but speech recognition needs to be worked on to make it smoother.",5,2025-05-12 22:22:41,161,play_store,Duolingo,"Wonderful app! Very good and useful for learning languages with ease. The interface is very interactive, and a daily 10 minute learning time will make you learn any language with ease. Features are perfect, but speech recognition needs to be worked on to make it smoother.",wonderful app very good and useful for learning languages with ease the interface is very interactive and a daily 10 minute learning time will make you learn any language with ease features are perfect but speech recognition needs to be worked on to make it smoother,0.8548,0.236,0.0,positive,0,Other
"I really like this app, it makes me feel committed, and it's super fun too, especially just a good guide to any language learning journey that is too free is a blessing ! but one thing I'm not liking is the 'charging' instead of hearts, it has 25 as full and it expires very quickly and we have to wait for hours for it to refill, yeah we can recharge it by gems or ads, but still it's a bit disturbing, especially when someone wants to learn a bit more in one day, it's very difficult that way.",4,2026-04-01 11:08:13,2,play_store,Duolingo,"I really like this app, it makes me feel committed, and it's super fun too, especially just a good guide to any language learning journey that is too free is a blessing ! but one thing I'm not liking is the 'charging' instead of hearts, it has 25 as full and it expires very quickly and we have to wait for hours for it to refill, yeah we can recharge it by gems or ads, but still it's a bit disturbing, especially when someone wants to learn a bit more in one day, it's very difficult that way.",i really like this app it makes me feel committed and it's super fun too especially just a good guide to any language learning journey that is too free is a blessing but one thing i'm not liking is the 'charging' instead of hearts it has 25 as full and it expires very quickly and we have to wait for hours for it to refill yeah we can recharge it by gems or ads but still it's a bit disturbing especially when someone wants to learn a bit more in one day it's very difficult that way,0.8443,0.194,0.093,positive,1,Pricing & value
"I really like this app; it helps me review languages I don't use daily and recall them when necessary. However, I'm stuck due to a voiceover bug. I can't move forward. ""Story"" lessons just won't load, and other lessons are missing sound where it should be. I can still read and write, but it's not the full experience without words pronunciation. I'd appreciate some bug fixes.",2,2026-03-21 01:33:01,4,play_store,Duolingo,"I really like this app; it helps me review languages I don't use daily and recall them when necessary. However, I'm stuck due to a voiceover bug. I can't move forward. ""Story"" lessons just won't load, and other lessons are missing sound where it should be. I can still read and write, but it's not the full experience without words pronunciation. I'd appreciate some bug fixes.",i really like this app it helps me review languages i don't use daily and recall them when necessary however i'm stuck due to a voiceover bug i can't move forward story lessons just won't load and other lessons are missing sound where it should be i can still read and write but it's not the full experience without words pronunciation i'd appreciate some bug fixes,0.6306,0.102,0.043,positive,2,Other
"I used to really like Duolingo, and even considered paying for Super, until the update came.. they said: don't worry we save all your progress. While this is true, they have changed the content of the courses so much, that it's almost impossible to continue. Also if i try legendary on a complete section this is almost impossible because the content changed so much that i don't understand anything. I'm missing all the vocabulary. It's a real shame because it has really put me off learning more :(",2,2026-03-30 02:43:40,4,play_store,Duolingo,"I used to really like Duolingo, and even considered paying for Super, until the update came.. they said: don't worry we save all your progress. While this is true, they have changed the content of the courses so much, that it's almost impossible to continue. Also if i try legendary on a complete section this is almost impossible because the content changed so much that i don't understand anything. I'm missing all the vocabulary. It's a real shame because it has really put me off learning more :(",i used to really like duolingo and even considered paying for super until the update came they said don't worry we save all your progress while this is true they have changed the content of the courses so much that it's almost impossible to continue also if i try legendary on a complete section this is almost impossible because the content changed so much that i don't understand anything i'm missing all the vocabulary it's a real shame because it has really put me off learning more,0.7764,0.145,0.078,positive,2,Other
"I'm a linguist, I used to find the app amusing and it's a great way to kill time and sort of learn something. I have a 1600 day steak, I've been a user since the start of it. The app helped me greatly with learning Finnish and improving my French pronunciation, I used to pay for the family plan, not anymore. As I was between plans, I got a glimpse at the free version, you get an ad with every lesson unless you pay. This last change made me hate the app and I don't care about the streak now.",1,2026-03-31 21:14:52,1,play_store,Duolingo,"I'm a linguist, I used to find the app amusing and it's a great way to kill time and sort of learn something. I have a 1600 day steak, I've been a user since the start of it. The app helped me greatly with learning Finnish and improving my French pronunciation, I used to pay for the family plan, not anymore. As I was between plans, I got a glimpse at the free version, you get an ad with every lesson unless you pay. This last change made me hate the app and I don't care about the streak now.",i'm a linguist i used to find the app amusing and it's a great way to kill time and sort of learn something i have a 1600 day steak i've been a user since the start of it the app helped me greatly with learning finnish and improving my french pronunciation i used to pay for the family plan not anymore as i was between plans i got a glimpse at the free version you get an ad with every lesson unless you pay this last change made me hate the app and i don't care about the streak now,-0.0072,0.109,0.118,neutral,3,Pricing & value
"The new energy system ruined the app and significantly hinders progress. The (Japanese) lessons are OK, with a good variety of useful vocabulary. However, the limited energy means you can scarcely finish more than two short lessons per day without paying, even if you make no mistakes. It seems like a real stretch to claim that this is a ""free"" language learning app any more. Please bring back the old hearts system.",2,2026-03-20 18:29:22,6,play_store,Duolingo,"The new energy system ruined the app and significantly hinders progress. The (Japanese) lessons are OK, with a good variety of useful vocabulary. However, the limited energy means you can scarcely finish more than two short lessons per day without paying, even if you make no mistakes. It seems like a real stretch to claim that this is a ""free"" language learning app any more. Please bring back the old hearts system.",the new energy system ruined the app and significantly hinders progress the japanese lessons are ok with a good variety of useful vocabulary however the limited energy means you can scarcely finish more than two short lessons per day without paying even if you make no mistakes it seems like a real stretch to claim that this is a free language learning app any more please bring back the old hearts system,0.9713,0.318,0.053,positive,5,Other
"Now that the Korean course has been upgraded and I find it more useful than before (🐜 🐜 🐜), I can give it 5 stars. I also appreciate adding the kanji section in the Japanese course... although without a search it's difficult to use, because you need to scroll up and down to search for a kanji you want to review. There's another BUT: the 🎧 lessons usually use more words or grammar expressions than what we have learned at that point. This happens in various courses, not just Japanese.",5,2026-03-24 15:55:49,4,play_store,Duolingo,"Now that the Korean course has been upgraded and I find it more useful than before (🐜 🐜 🐜), I can give it 5 stars. I also appreciate adding the kanji section in the Japanese course... although without a search it's difficult to use, because you need to scroll up and down to search for a kanji you want to review. There's another BUT: the 🎧 lessons usually use more words or grammar expressions than what we have learned at that point. This happens in various courses, not just Japanese.",now that the korean course has been upgraded and i find it more useful than before i can give it 5 stars i also appreciate adding the kanji section in the japanese course although without a search it's difficult to use because you need to scroll up and down to search for a kanji you want to review there's another but the lessons usually use more words or grammar expressions than what we have learned at that point this happens in various courses not just japanese,0.3284,0.057,0.02,positive,2,Other
"Great app. Broken for me, though. It's super slow on my phone ( my phone isn't slow ), sometimes the audio doesn't play at all making listening questions difficult, and sometimes I can't progress at all! The continue button doesn't appear and everything freezes apart from the characters by the learning assignment. It works on PC fine, but I wish to proceed on my phone.",4,2026-03-20 07:59:29,5,play_store,Duolingo,"Great app. Broken for me, though. It's super slow on my phone ( my phone isn't slow ), sometimes the audio doesn't play at all making listening questions difficult, and sometimes I can't progress at all! The continue button doesn't appear and everything freezes apart from the characters by the learning assignment. It works on PC fine, but I wish to proceed on my phone.",great app broken for me though it's super slow on my phone my phone isn't slow sometimes the audio doesn't play at all making listening questions difficult and sometimes i can't progress at all the continue button doesn't appear and everything freezes apart from the characters by the learning assignment it works on pc fine but i wish to proceed on my phone,0.6015,0.138,0.112,positive,4,Other
"I subscribed to Duolingo Max, and can never access the video call feature. the connection keeps dropping. and I upgraded with the assurance that I can cancel or switch subscription anytime. but when I tried to do it, I can't! I feel like I have been scammed. I now pay double what I previously paid for SuperDuolingo, but basically having the same features as before. if Duolingo cannot support the features it tries to sell, then you should not do so, or at least give subscribers a chance to switch",1,2026-03-31 17:57:10,1,play_store,Duolingo,"I subscribed to Duolingo Max, and can never access the video call feature. the connection keeps dropping. and I upgraded with the assurance that I can cancel or switch subscription anytime. but when I tried to do it, I can't! I feel like I have been scammed. I now pay double what I previously paid for SuperDuolingo, but basically having the same features as before. if Duolingo cannot support the features it tries to sell, then you should not do so, or at least give subscribers a chance to switch",i subscribed to duolingo max and can never access the video call feature the connection keeps dropping and i upgraded with the assurance that i can cancel or switch subscription anytime but when i tried to do it i can't i feel like i have been scammed i now pay double what i previously paid for superduolingo but basically having the same features as before if duolingo cannot support the features it tries to sell then you should not do so or at least give subscribers a chance to switch,-0.5349,0.043,0.089,negative,3,Pricing & value
"Lessons keep changing! Which is not necessarily bad but this time it was changed to the point where I didn't know like 70% of the words. There was no any kind of ""smoother"" transition suggested. Scrolled back as far as it was allowed and still didn't know lot of the words. Failed to get into the league. I mean this doesn't feel like something I can keep doing for long. I'm currently installing a bunch of other app which don't look half bad. Oh yeah, some 2K crystals just disappeared one day.",1,2026-03-29 18:43:09,2,play_store,Duolingo,"Lessons keep changing! Which is not necessarily bad but this time it was changed to the point where I didn't know like 70% of the words. There was no any kind of ""smoother"" transition suggested. Scrolled back as far as it was allowed and still didn't know lot of the words. Failed to get into the league. I mean this doesn't feel like something I can keep doing for long. I'm currently installing a bunch of other app which don't look half bad. Oh yeah, some 2K crystals just disappeared one day.",lessons keep changing which is not necessarily bad but this time it was changed to the point where i didn't know like 70 of the words there was no any kind of smoother transition suggested scrolled back as far as it was allowed and still didn't know lot of the words failed to get into the league i mean this doesn't feel like something i can keep doing for long i'm currently installing a bunch of other app which don't look half bad oh yeah some 2k crystals just disappeared one day,-0.7529,0.079,0.139,negative,3,Pricing & value
"Extremely repetitive lessons. Just completed one where the whole lesson was writing the character's names. No grammar, no vocabulary, just the character's names. The energy system is horrible. This app is made for people to feel like they're learning without actually having to work for it. At the end of the day, you just learn some words that u can't apply anywhere because it doesn't teach you how to conjugate the verbs. AI should never have been the answer. It clearly made the app worse.",1,2026-03-18 19:01:57,1,play_store,Duolingo,"Extremely repetitive lessons. Just completed one where the whole lesson was writing the character's names. No grammar, no vocabulary, just the character's names. The energy system is horrible. This app is made for people to feel like they're learning without actually having to work for it. At the end of the day, you just learn some words that u can't apply anywhere because it doesn't teach you how to conjugate the verbs. AI should never have been the answer. It clearly made the app worse.",extremely repetitive lessons just completed one where the whole lesson was writing the character's names no grammar no vocabulary just the character's names the energy system is horrible this app is made for people to feel like they're learning without actually having to work for it at the end of the day you just learn some words that u can't apply anywhere because it doesn't teach you how to conjugate the verbs ai should never have been the answer it clearly made the app worse,-0.4414,0.094,0.114,negative,3,Pricing & value
"At a fairly low level of instruction, the app is less about teaching and more about streaks, encouraging your friends, and moving up levels in a candy crush sort of way. It's really more of a game. The lessons are repetitive and passable with basic knowledge of word order. Duo has laid off staff and leaned into AI big time, in all ways. If you get Max, the AI phone calls are an actual embarrassment to the brand. I don't know what to say... I liked the app before AI was used.",2,2026-03-16 11:00:26,2,play_store,Duolingo,"At a fairly low level of instruction, the app is less about teaching and more about streaks, encouraging your friends, and moving up levels in a candy crush sort of way. It's really more of a game. The lessons are repetitive and passable with basic knowledge of word order. Duo has laid off staff and leaned into AI big time, in all ways. If you get Max, the AI phone calls are an actual embarrassment to the brand. I don't know what to say... I liked the app before AI was used.",at a fairly low level of instruction the app is less about teaching and more about streaks encouraging your friends and moving up levels in a candy crush sort of way it's really more of a game the lessons are repetitive and passable with basic knowledge of word order duo has laid off staff and leaned into ai big time in all ways if you get max the ai phone calls are an actual embarrassment to the brand i don't know what to say i liked the app before ai was used,0.4522,0.093,0.083,positive,4,Other
"This used to be a good app. It used to have a ""5-heart"" system wherein if you lose too many hearts, you cannot continue with your exercise until you have more OR you have a pro subscription. Now, it uses an energy level? Which depletes even if you get the answers right. So for example, you might get two questions wrong but can't even finish a longer exercise because you have no ""energy"".",1,2026-03-23 03:59:17,4,play_store,Duolingo,"This used to be a good app. It used to have a ""5-heart"" system wherein if you lose too many hearts, you cannot continue with your exercise until you have more OR you have a pro subscription. Now, it uses an energy level? Which depletes even if you get the answers right. So for example, you might get two questions wrong but can't even finish a longer exercise because you have no ""energy"".",this used to be a good app it used to have a 5-heart system wherein if you lose too many hearts you cannot continue with your exercise until you have more or you have a pro subscription now it uses an energy level which depletes even if you get the answers right so for example you might get two questions wrong but can't even finish a longer exercise because you have no energy,0.0075,0.078,0.077,neutral,5,Other
You earn extra points but either can't use them until the next day or only have a few minutes at the time to use them. why can't we just bank them and use when we want or have time? It's frustrating. ( the 2x or 3x points). Update: now it freezes and I lose my points or won't open. Points it asked to save in my store just disappear. There is no store that I can find on the app.,1,2026-04-04 07:50:02,1,play_store,Duolingo,You earn extra points but either can't use them until the next day or only have a few minutes at the time to use them. why can't we just bank them and use when we want or have time? It's frustrating. ( the 2x or 3x points). Update: now it freezes and I lose my points or won't open. Points it asked to save in my store just disappear. There is no store that I can find on the app.,you earn extra points but either can't use them until the next day or only have a few minutes at the time to use them why can't we just bank them and use when we want or have time it's frustrating the 2x or 3x points update now it freezes and i lose my points or won't open points it asked to save in my store just disappear there is no store that i can find on the app,-0.7876,0.063,0.15,negative,3,Pricing & value
"Used for years, generally good, but recently started very occasionally freezing when I click the ""claim xp"" after an exercise. However the greater issue is the ""translate the following"" where there are cards with English words and you have to speak the French translation. This has become unusable taking minutes before you can start by clicking the button many times and often freezes when you need to click this button again. If it doesn't start in a few seconds I have started skipping this.",4,2026-03-29 15:36:02,1,play_store,Duolingo,"Used for years, generally good, but recently started very occasionally freezing when I click the ""claim xp"" after an exercise. However the greater issue is the ""translate the following"" where there are cards with English words and you have to speak the French translation. This has become unusable taking minutes before you can start by clicking the button many times and often freezes when you need to click this button again. If it doesn't start in a few seconds I have started skipping this.",used for years generally good but recently started very occasionally freezing when i click the claim xp after an exercise however the greater issue is the translate the following where there are cards with english words and you have to speak the french translation this has become unusable taking minutes before you can start by clicking the button many times and often freezes when you need to click this button again if it doesn't start in a few seconds i have started skipping this,0.7828,0.095,0.03,positive,4,Other
"I have two complaints about Duolingo. Firstly, it's heavily modelled around the premium - Super Duolingo. If you want to do more than about 3 lessons per day, you have to buy more energy or pay for super. For the leagues, it's impossible to do very well without super. Secondly, it teaches you zero grammar, expecting you to pick it up as you go. You might be able to listen to others, but you will struggle to speak it yourself without using it as a supplement. Chess course is decent, so 2 stars.",2,2026-04-01 13:12:11,1,play_store,Duolingo,"I have two complaints about Duolingo. Firstly, it's heavily modelled around the premium - Super Duolingo. If you want to do more than about 3 lessons per day, you have to buy more energy or pay for super. For the leagues, it's impossible to do very well without super. Secondly, it teaches you zero grammar, expecting you to pick it up as you go. You might be able to listen to others, but you will struggle to speak it yourself without using it as a supplement. Chess course is decent, so 2 stars.",i have two complaints about duolingo firstly it's heavily modelled around the premium - super duolingo if you want to do more than about 3 lessons per day you have to buy more energy or pay for super for the leagues it's impossible to do very well without super secondly it teaches you zero grammar expecting you to pick it up as you go you might be able to listen to others but you will struggle to speak it yourself without using it as a supplement chess course is decent so 2 stars,0.0274,0.093,0.082,neutral,5,Other
"The new energy system is terrible, even if you answer every exercise perfectly, you can only do about three or four lessons before you have to either watch a bunch of extra ads or pay up, and it's not like there is a shortage of intrusive ads as well, because you get them everywhere. The lesson quality has also gone down since they went AI first and the premium features don't fell worth the price. Overall, this app has gone downhill and I suggest looking at other options.",1,2026-03-17 07:37:36,1,play_store,Duolingo,"The new energy system is terrible, even if you answer every exercise perfectly, you can only do about three or four lessons before you have to either watch a bunch of extra ads or pay up, and it's not like there is a shortage of intrusive ads as well, because you get them everywhere. The lesson quality has also gone down since they went AI first and the premium features don't fell worth the price. Overall, this app has gone downhill and I suggest looking at other options.",the new energy system is terrible even if you answer every exercise perfectly you can only do about three or four lessons before you have to either watch a bunch of extra ads or pay up and it's not like there is a shortage of intrusive ads as well because you get them everywhere the lesson quality has also gone down since they went ai first and the premium features don't fell worth the price overall this app has gone downhill and i suggest looking at other options,0.032,0.085,0.104,neutral,5,Other
"The game experience sounds great and keeps you motivated at first. As you get to higher levels, motivation drains when you use it daily, hitting your achievements, and get a mere 600 to 700 points, while others that you compete against seem to get 3 to 4 times that in a day. I'm learning after 10 months but still seem apprehensive when trying to hold any sort of real conversation.",3,2026-03-18 05:28:47,3,play_store,Duolingo,"The game experience sounds great and keeps you motivated at first. As you get to higher levels, motivation drains when you use it daily, hitting your achievements, and get a mere 600 to 700 points, while others that you compete against seem to get 3 to 4 times that in a day. I'm learning after 10 months but still seem apprehensive when trying to hold any sort of real conversation.",the game experience sounds great and keeps you motivated at first as you get to higher levels motivation drains when you use it daily hitting your achievements and get a mere 600 to 700 points while others that you compete against seem to get 3 to 4 times that in a day i'm learning after 10 months but still seem apprehensive when trying to hold any sort of real conversation,0.6428,0.085,0.0,positive,2,Other
"App is smooth. But how they approach things is horrible. Been learning Japanese for nearly 300 days, which is so-so. You learn words, but not really the grammar etc. But yesterday is where they really made me mad; they changed the course. In theory, not a major issue. Until the changes push units you haven't had forward. A unit I had not done has been moved forward and marked as done. The +20 words they were meant to teach me, are now impossible to learn. This should be handled differently!!!",1,2026-03-28 02:59:01,3,play_store,Duolingo,"App is smooth. But how they approach things is horrible. Been learning Japanese for nearly 300 days, which is so-so. You learn words, but not really the grammar etc. But yesterday is where they really made me mad; they changed the course. In theory, not a major issue. Until the changes push units you haven't had forward. A unit I had not done has been moved forward and marked as done. The +20 words they were meant to teach me, are now impossible to learn. This should be handled differently!!!",app is smooth but how they approach things is horrible been learning japanese for nearly 300 days which is so-so you learn words but not really the grammar etc but yesterday is where they really made me mad they changed the course in theory not a major issue until the changes push units you haven't had forward a unit i had not done has been moved forward and marked as done the 20 words they were meant to teach me are now impossible to learn this should be handled differently,-0.8872,0.0,0.097,negative,4,Other
I've loved this app...past tense... what the hell did you do with the latest update?!?! you let us learn and practice and then all of a sudden you've changed the course material. im trying to do review and learn and literally its vocabulary ive never seen or heard!! what kind of nonsense decision was that!? you've changed the foundation of vocabulary and phrases to complex over the top dialogue out of nowhere. I noticed it got harder but now I want my money back. frankly you lost a customer,1,2026-04-02 10:05:23,0,play_store,Duolingo,I've loved this app...past tense... what the hell did you do with the latest update?!?! you let us learn and practice and then all of a sudden you've changed the course material. im trying to do review and learn and literally its vocabulary ive never seen or heard!! what kind of nonsense decision was that!? you've changed the foundation of vocabulary and phrases to complex over the top dialogue out of nowhere. I noticed it got harder but now I want my money back. frankly you lost a customer,i've loved this app past tense what the hell did you do with the latest update you let us learn and practice and then all of a sudden you've changed the course material im trying to do review and learn and literally its vocabulary ive never seen or heard what kind of nonsense decision was that you've changed the foundation of vocabulary and phrases to complex over the top dialogue out of nowhere i noticed it got harder but now i want my money back frankly you lost a customer,-0.6306,0.054,0.097,negative,3,Pricing & value
"I really love this app, I remember being so invested in it when I first began, so far my experience has been a fun ride. Although I'm giving it a four star rating because of the new ""energy system"" that's been put in place. It's really not as convenient cuz while I could probably complete multiple lessons with just a single heart, the energy system makes it a bit dull. It especially breaks the flow of when I'm really eager to attempt more.",4,2026-04-02 01:22:13,2,play_store,Duolingo,"I really love this app, I remember being so invested in it when I first began, so far my experience has been a fun ride. Although I'm giving it a four star rating because of the new ""energy system"" that's been put in place. It's really not as convenient cuz while I could probably complete multiple lessons with just a single heart, the energy system makes it a bit dull. It especially breaks the flow of when I'm really eager to attempt more.",i really love this app i remember being so invested in it when i first began so far my experience has been a fun ride although i'm giving it a four star rating because of the new energy system that's been put in place it's really not as convenient cuz while i could probably complete multiple lessons with just a single heart the energy system makes it a bit dull it especially breaks the flow of when i'm really eager to attempt more,0.9564,0.216,0.027,positive,5,Other
"Great app for learning, but I gotta say, as someone who isn't online everyday and so physically can't do lessons sometimes, it's really demotivating getting hit with ""You used a streak freeze"" or ""You broke your streak."" I opened the app a week ago, and it would not start. It simply refused to do so. I updated the app and restarted my phone, and nothing changed. It's outrageous that my 493 or so day streak broke and it wasn't even my fault. Other than that and the energy, this app is good.",4,2026-04-06 04:24:15,1,play_store,Duolingo,"Great app for learning, but I gotta say, as someone who isn't online everyday and so physically can't do lessons sometimes, it's really demotivating getting hit with ""You used a streak freeze"" or ""You broke your streak."" I opened the app a week ago, and it would not start. It simply refused to do so. I updated the app and restarted my phone, and nothing changed. It's outrageous that my 493 or so day streak broke and it wasn't even my fault. Other than that and the energy, this app is good.",great app for learning but i gotta say as someone who isn't online everyday and so physically can't do lessons sometimes it's really demotivating getting hit with you used a streak freeze or you broke your streak i opened the app a week ago and it would not start it simply refused to do so i updated the app and restarted my phone and nothing changed it's outrageous that my 493 or so day streak broke and it wasn't even my fault other than that and the energy this app is good,0.5942,0.15,0.096,positive,5,Other
"Used this app >10years, seen evolutions of the app, gone through the various seasons in life. Many positives, picked up a few languages, have LinkedIn scores and no scores period, have speaking, listening and writing more. However, it needs to have short courses for jump starts, 5-10 weeks/months course. I visited countries, I started but it wasn't any help at all. The app screams discipline, but I am not free all the time, and it punishes reminders & streaks at your face. Saying goodbye now",1,2026-03-31 03:21:49,1,play_store,Duolingo,"Used this app >10years, seen evolutions of the app, gone through the various seasons in life. Many positives, picked up a few languages, have LinkedIn scores and no scores period, have speaking, listening and writing more. However, it needs to have short courses for jump starts, 5-10 weeks/months course. I visited countries, I started but it wasn't any help at all. The app screams discipline, but I am not free all the time, and it punishes reminders & streaks at your face. Saying goodbye now",used this app 10years seen evolutions of the app gone through the various seasons in life many positives picked up a few languages have linkedin scores and no scores period have speaking listening and writing more however it needs to have short courses for jump starts 5-10 weeks months course i visited countries i started but it wasn't any help at all the app screams discipline but i am not free all the time and it punishes reminders streaks at your face saying goodbye now,-0.9151,0.023,0.156,negative,3,Pricing & value
"This ai version is NOT good... they try and distract you from the fact that you're not really learning that much with a stupid leaderboard like it's a competition! Also you can only really do 3 lessons a day unless you pay and it's not even real people anymore just ai. Speaking of paying, there are constant ads after every lesson begging you to pay a subscription!! The app icon also thinks it has the right to be angry at you like it's entitled to be used when it wants to be used... RIDICULOUS!!",1,2026-03-22 03:13:08,4,play_store,Duolingo,"This ai version is NOT good... they try and distract you from the fact that you're not really learning that much with a stupid leaderboard like it's a competition! Also you can only really do 3 lessons a day unless you pay and it's not even real people anymore just ai. Speaking of paying, there are constant ads after every lesson begging you to pay a subscription!! The app icon also thinks it has the right to be angry at you like it's entitled to be used when it wants to be used... RIDICULOUS!!",this ai version is not good they try and distract you from the fact that you're not really learning that much with a stupid leaderboard like it's a competition also you can only really do 3 lessons a day unless you pay and it's not even real people anymore just ai speaking of paying there are constant ads after every lesson begging you to pay a subscription the app icon also thinks it has the right to be angry at you like it's entitled to be used when it wants to be used ridiculous,-0.8179,0.066,0.154,negative,1,Pricing & value
"I wanted to learn Swahili. Not many such apps do that. So all credit to Duolingo for including it. Thank you! I'm enjoying it and learning, but there's a few niggles that go with a less popular course. - The teaching method is lots of exposure - good, but it's a bit confusing to be told you're wrong when the English (or the Swahili) is ambiguous e.g ""you read a book"" - singular or plural, present or past? - The example sentence bank is limited, so patterns are less clear. Hence 4* not 5*.",4,2026-03-24 17:41:43,5,play_store,Duolingo,"I wanted to learn Swahili. Not many such apps do that. So all credit to Duolingo for including it. Thank you! I'm enjoying it and learning, but there's a few niggles that go with a less popular course. - The teaching method is lots of exposure - good, but it's a bit confusing to be told you're wrong when the English (or the Swahili) is ambiguous e.g ""you read a book"" - singular or plural, present or past? - The example sentence bank is limited, so patterns are less clear. Hence 4* not 5*.",i wanted to learn swahili not many such apps do that so all credit to duolingo for including it thank you i'm enjoying it and learning but there's a few niggles that go with a less popular course - the teaching method is lots of exposure - good but it's a bit confusing to be told you're wrong when the english or the swahili is ambiguous e g you read a book - singular or plural present or past - the example sentence bank is limited so patterns are less clear hence 4 not 5,0.7622,0.156,0.08,positive,2,Other
